id_user,id_res,X
goong_nat95,76999,0.82
goong_nat95,76999,0.76
tieuxatinh_dn_93,76999,0.67
windynguyen11995,139217,0.8
foodee_jgln3d8h,139217,0.99
lyly1110,139217,0.81
oanhoanh81,139217,0.71
oanhoanh81,139217,0.5
nhu.hao.2408,139217,0.61
Congquoc5395,139217,0.84
gaubong2507,139217,0.89
ha.ly8814,139217,0.51
Boshyn,139217,0.88
loan2702nguyen,139217,0.89
kemmut95,139217,0.63
ly.nguyen3823,139217,0.72
Heo1210,139217,0.65
ly.nguyen3823,139217,0.74
thuongphama,139217,0.61
pep0_junh0k_chungtinh_dn,139217,0.78
windynguyen11995,139217,0.81
windynguyen11995,139217,0.67
tutran13cvhh,139217,0.77
hng6414,139217,0.75
cakelove.cookykiss_168,139217,0.55
myy'smyy's,139217,0.81
nthuy6840,139217,0.57
sonyqn301093,139217,0.81
tiendung.nguyen.35,139217,0.6
junovietnam,139217,0.84
namkhanhkt2510,139217,0.74
kysibongdem_42,139217,0.56
qunhnguyn0742,139217,0.87
ny_racroi_9x,139217,0.8
sally_love1996,139217,0.82
lanhchanh108,139217,0.76
vophuongdung1,139217,0.64
baotram3210,139217,0.83
thuthaonguyen0908,139217,0.76
nguyenthianhdaodn93,139217,0.9
mabngmy,139217,0.79
namkhanhkt2510,139217,0.76
namkhanhkt2510,139217,0.78
bao.ngoc.0711,139217,0.73
namkhanhkt2510,139217,0.78
namkhanhkt2510,139217,0.85
muamuaha_dn1993,139217,0.69
hotatdat.dn,139217,0.76
windynguyen11995,139217,0.8
windynguyen11995,139217,0.85
0903589339,139217,0.78
tiendung.nguyen.35,139217,0.85
windynguyen11995,139217,0.8
hongphm7436,139217,0.88
hongphm7436,139217,0.7
hoa.daquy.965,139217,0.69
hoa.daquy.965,139217,0.57
canary2390,139217,0.79
thuongle3242,139217,0.87
lolemduongpho_dn92,139217,0.84
tha.vi.nguyen,906257,0.15
hotruongminhtrieu1912,906257,0.58
ngocmai.jj,906257,0.81
MToanconcho,906257,0.35
foodee_ef3zbk32,906257,0.49
foodee_44ihfsln,906257,0.32
foodee_anuwobcp,906257,0.23
foodee_foepnk8h,906257,0.5
0993077241,906257,0.29
grass.illusory,906257,0.42
linhchaunguyen,148869,0.78
pinklyhilton,148869,0.59
minimum.maximum,148869,0.73
minimum.maximum,148869,0.84
pinklyhilton,148869,0.71
maibachvan0203,148869,0.76
foodee_f0s0d7or,218505,0.94
halana133,148869,0.78
lecongduy0904,148869,0.88
nguyenthamthuy1012,148869,0.7
danghoanglien204,148869,0.83
lehoangmannghi,148869,0.87
tuyet_anhh_13,218505,0.42
minathn,218505,0.84
foodee_isx0ngll,218505,0.14
mituot0509,218505,0.84
vodangquy,218505,0.91
nguyentuyettrinh128,148869,0.74
buirichard225,148869,0.88
buinguyentuongvy158,148869,0.85
nguyenvunasa,148869,0.87
vanthanhhuong1204,148869,0.76
linh.mimi250202,218505,0.9
louisbo258,218505,0.26
mymy92,218505,0.89
caophamdackhanh,218505,1.0
hoangthuyvan0102,148869,0.81
halana133,148869,0.76
linhlm1042,148869,0.92
candy284l9197,148869,0.66
dolin_333,218505,0.76
nguyenthao263,218505,0.99
ho.trang307,218505,0.92
nguyetanh1731,148869,0.89
tranquocthinh225,148869,0.84
nguyenttmai1905,148869,0.81
chinsuchan,218505,0.79
datminh193,218505,0.09
thu.dinh0526,218505,0.86
dung.nguyen69,218505,0.78
ngomaihanh,148869,0.57
nguyenminhan122,148869,0.91
anh.le6622,218505,0.86
Duyenho1211,218505,0.9
phuongtrinhngo510,218505,0.97
nhhdvh97,218505,0.88
jinsona000,148869,0.74
Hienn3840,218505,0.81
kyuhyunyoseob,218505,0.54
baohoa1999,218505,0.76
katemoontran,218505,0.66
kyuhyunyoseob,218505,0.76
bonnienguyn,218505,0.48
when_maria_smiles,148869,0.79
mymy92,218505,0.91
keo.bong.921025,218505,0.58
keo.bong.921025,218505,0.44
ngochangnguyenpham,218505,0.56
huyenkutelikesmile,218505,0.85
lecongduy0904,148869,0.74
giang.nguyen050,148869,0.82
trahuongthao14,148869,0.8
suntzip,218505,0.7
giahuy238,218505,0.47
anhchibiet_noitiengyeuruem1,218505,0.78
gaubong2507,218505,0.92
phuongtrinh1194,148869,0.85
when_maria_smiles,148869,0.8
hideyuki51,148869,0.82
phanthudung87,148869,0.74
gau14072ooo,218505,0.74
dobich.huyen,218505,0.83
ganie.sne,218505,0.83
phantien93,218505,0.66
williampanda191,218505,0.93
giang.nguyen050,148869,0.77
itshyncus,148869,0.4
cunconcodon1992dn,218505,0.8
gau14072ooo,218505,0.87
nhhdvh97,218505,0.66
ly.nguyen3823,218505,0.81
williampanda191,218505,0.89
baotrankute_1710,218505,0.8
0946357455,218505,0.84
khicute,218505,0.84
longphan1705,218505,0.77
foodyuser_acf2206a,218505,0.9
hngphc9803,218505,0.69
hngphc9803,218505,0.82
angle_tinhyeu89,218505,0.91
nvdung333,218505,0.87
ho.trang307,218505,0.91
phu_thuy_ao_den9x,218505,0.91
hoainguyen239,218505,0.69
linhguenny0406,218505,0.92
onelove_forever_dn95,218505,0.89
kenvil_lovely_1903,218505,0.76
ponlove92dn,218505,0.92
huyntrn1930,218505,0.77
concuarong_dn_91,218505,0.87
conquyxatang_123321,218505,0.89
ponlove92dn,218505,0.93
minhlude1201,218505,0.9
kyy222001,218505,0.9
thuthaonguyen0908,218505,0.79
hoathanhtung5794,218505,0.82
meoconmimi_47,218505,0.65
tuongvy15,218505,0.75
tieuthien_201099,218505,0.57
thuthaonguyen0908,218505,0.79
yumiphm,218505,0.72
annguyn9338,218505,0.86
kkhanhhuy,218505,0.71
uyenphuong15vn,218505,0.97
foodee_ck3yy7ly,912188,0.85
punish_158,912188,0.99
maibasang,912188,0.94
foodee_jdoog0d6,912188,0.99
xomnhac8x,912188,0.96
foodee_kd32a9nw,912188,0.9
bobng,912188,0.96
maiphuongdao233,912188,0.99
dung01666307604,761349,0.8
foodee_mihqn4n3,1004436,0.98
noluzz91,693096,0.96
trangkt93,693096,0.93
hongson.nguyen,693096,0.83
hongson.nguyen,693096,0.75
trucnddn,693096,0.74
lubchnguyn,693096,0.66
foodee_al9lzjtl,634660,0.77
pinklyhilton,634660,0.7
foodee_zj1zizam,634660,0.63
foodee_724546ce,634660,0.2
Uyhuy,634660,0.88
Thuykim1110,634660,0.15
foodee_wt7mrqj0,634660,0.4
Samsam1010,634660,0.07
vanhieu295262,634660,0.12
thuylinhpham2926,634660,0.09
hamy31,634660,0.08
foodee_xknok4ou,634660,0.08
betafpt,634660,0.1
bella11091,634660,0.12
tanvuho,634660,0.19
lamnha309,634660,0.15
ngcdip8117,634660,0.13
thanhtunguyen712,634660,0.13
foodee_gbr6pxvm,634660,0.9
foodee_lurdetcj,634660,0.89
foodee_nnry0nco,634660,0.88
viuong,634660,0.43
foodee_msn1skxx,634660,0.83
foodee_nnry0nco,634660,0.76
soledad1847,634660,0.38
ankhang91,634660,0.81
o0o.bichngoc.o0o,634660,0.5
diemthu17012016,634660,0.91
julenfeng,634660,0.62
datthanhnguyen,634660,0.9
comgabahiep,634660,0.82
huyuy,634660,0.85
comgabahiep,634660,0.74
tranthanh2405,634660,0.71
diemthu17012016,634660,0.65
vanvy543612,634660,0.22
thanhhienpham09,634660,0.65
man.nguyen,634660,0.88
foodee_2g9zv7q5,38707,0.86
tprocomputer,38707,0.99
thuy.trinh,38707,0.82
dolin_333,38707,0.88
pewinngoc_dn1802,38707,0.81
pewinngoc_dn1802,38707,0.87
nguynth8092,38707,0.89
hola_snoopy_dn96,38707,0.63
nhhdvh97,38707,0.68
cunconcodon1992dn,38707,0.86
trang902,38707,0.7
nguyenkhanhthaooanh,38707,0.75
huyenmy2300,38707,0.84
mjt_khjn_172,38707,0.81
xu_nguyen17k3,38707,0.81
giahuy238,38707,0.79
huyenmy2300,38707,0.88
bikyu_blue_sky,38707,0.89
mitn,38707,0.76
conan_kulguy72,38707,0.79
vophuongdung1,38707,0.61
bosuacute59,38707,0.8
thuthaonguyen0908,38707,0.64
lucky_gold_chicken0101,38707,0.79
huyenkutelikesmile,38707,0.89
kyy222001,38707,0.8
0935914950,38707,0.76
hnthu,38707,0.85
haly1828,38707,0.83
Hoaithuong15895,38707,0.87
windynguyen11995,38707,0.77
eating083,38707,0.8
thuthaonguyen0908,38707,0.74
hoanhhoang,38707,0.78
littlecat.dn,38707,0.77
parktovi,38707,0.86
halana133,38707,0.82
nguyen_ngoc_hi,38707,0.73
nguyen_ngoc_hi,38707,0.73
vophuongdung1,38707,0.68
cakelove.cookykiss_168,38707,0.6
littlexius,38707,0.77
hoa.daquy.965,38707,0.53
dualeolikesblackcat,38707,0.8
ghitiny,38707,0.83
thtrinh219,38707,0.82
diuny,38707,0.84
trinhquangtuanvn,38707,1.0
minhtu01052011,38707,0.87
thuthaonguyen0908,38707,0.8
nhile186dn,38707,0.86
hotatdat.dn,38707,0.68
hoangphucdng,38707,0.79
dualeolikesblackcat,38707,0.78
thucuclalala,38707,0.7
ntdoantrang,38707,0.7
xu_nguyen17k3,38707,0.61
thanha.3696,38707,0.81
kimthanh1802,38707,0.87
pinklyhilton,38707,0.83
honeycow_dn1610,38707,0.61
linh.dobao,38707,0.74
dydaudomai,38707,0.41
junovietnam,38707,0.65
honeycow_dn1610,38707,0.62
goong_nat95,38707,0.7
01283271470,38707,0.87
mynhat1411,38707,0.93
thienthan_tinhyeu382,38707,0.9
hokhanhtrang1010,38707,0.82
keymoney313,38707,0.69
canary2390,38707,0.8
giaquang285,38707,0.64
lolemduongpho_dn92,38707,0.68
salathai333,38707,0.82
linhhoang109,38707,0.67
hchfj,38707,0.74
yeuanhnhieu25253125,38707,0.92
vietlandang,38707,0.86
phuonghahtt,38707,0.86
halana133,38707,0.87
anh.htn90,38707,0.85
pinklyhilton,38707,0.87
pinklyhilton,38707,0.82
namvuong177,38707,0.68
littlecat.2212,38707,0.81
lino.beo,38707,0.64
hasilly,995107,0.78
chan1818,88507,0.23
lanhchanh108,88507,0.62
foodee_phomrkd8,88507,0.2
thienduongxanh919,88507,0.35
foodee_ff7tjwnr,88507,0.12
nhungkiwi,88507,0.08
kieutran610,742896,0.8
Thamphamna,88507,0.1
Callmeticc,88507,0.81
stonystarslk,88507,0.1
minhanh1596,88507,0.17
Hiepnguyen0701,88507,0.18
thaonguyenle,742896,0.94
vothanhduynk94,742896,0.64
hanhlinh874,742896,0.91
vilovely25,742896,0.69
homiphuc,88507,0.18
foodee_ejknk81q,88507,0.16
nguythng5053,88507,0.09
foodee_jgln3d8h,742896,0.92
linh.mimi250202,742896,0.77
bixneygaga,742896,0.79
lanmy.meimei.123,742896,0.98
thuyscarlet_abie,88507,0.24
gaubong2507,88507,0.81
NHin117,88507,0.74
kjdboy2711,88507,0.09
lethuhong493,88507,0.1
Khanhlynt210,742896,0.58
Callmeticc,742896,0.92
foodee_nowvtg89,742896,0.99
duyencheese.96,742896,0.93
thuhuyn6406,742896,0.59
tung.hoang94,88507,0.15
hnhnguyn1124,88507,0.3
trancongnuthucnhi211,88507,0.76
foodee_g5r3vxqn,88507,0.21
baoan251197,88507,0.67
huykuden,742896,1.0
namtu3350,742896,0.71
hoathanhtung5794,742896,0.78
foodee_wrgmhktr,742896,0.62
foodee_czy21y8c,742896,0.88
lady_hp94,742896,0.87
ponponrua,742896,0.71
moonienguyen309,88507,0.43
foodee_5ca6791d,88507,0.11
c11thuyha0509,88507,0.72
miyou,88507,0.28
iyashu,742896,0.78
foodee_3qilmi7a,742896,0.98
hngxmui,742896,0.82
pnz,742896,0.71
nhatle.2464,742896,0.13
ngocduongg,88507,0.24
Tutuphan,88507,0.2
bup_be_biet_khoc026,88507,0.8
thanhtuantu,88507,0.4
thu.dinh0526,742896,0.78
honglong1606,742896,0.83
julenfeng,742896,0.73
huyen.pham-thi-thanh,742896,0.78
tranlinhhhh0000,742896,0.95
sealbido.13,88507,0.98
nanahanh,88507,0.61
phuongyi,88507,0.29
bxluan,88507,0.16
Thanhduy.kenit,88507,0.12
gaubong2507,742896,0.66
SoupBapCua,742896,0.83
bidory26,742896,0.65
sherlytran95,742896,0.56
giang.nguyen050,742896,0.72
honglai1411,742896,0.69
en.tran,88507,0.62
man.nguyen,88507,0.78
Thungan76,88507,0.28
trmphmnhtuyn,88507,0.58
cobebinhminh1996,88507,0.4
goong_nat95,742896,0.84
hong.nguyen2096,742896,0.79
ha.ly8814,742896,0.78
na.do,742896,0.64
tupham.dng,742896,0.77
canary2390,88507,0.61
mainga2810,88507,0.95
conangcocktai_11906,88507,0.18
pinklyhilton,88507,0.63
dung.nguyen69,742896,0.87
man.nguyen,742896,0.85
ngan.ly,742896,0.81
foodyuser_f866fb21,742896,0.82
thinthi,742896,0.85
nvhuy.kt,88507,0.66
kimanh.doan,88507,0.46
violetcrystal0812,88507,0.68
thaosunshinee,88507,0.35
trongkids,88507,0.76
nguyenphandinhhung510,742896,0.52
athu1011,742896,0.76
keo.bong.921025,742896,0.84
bi.luv95,88507,0.67
chaumy103,88507,0.53
nguyenhoanggia15735,88507,0.79
maixuannhuy,88507,0.62
kyuhuyn_99,88507,0.64
huyenmy2300,88507,0.6
bxp,88507,0.83
tangocdiem,88507,0.67
honeycow_dn1610,88507,0.74
phuongth811,88507,0.6
loanhaht,88507,0.37
loanhaht,88507,0.66
ponponrua,88507,0.78
lucky2872000,88507,0.82
miu.sparta.1,88507,0.82
cunconcodon1992dn,88507,0.87
huongly.08cna08,88507,0.38
phamtanhuy2003,88507,0.36
hongtran254,88507,0.27
thuuhoaii,88507,0.74
nhan2145,88507,0.08
ngoctran10797,88507,0.07
mitdai92930,88507,0.66
phangiang18794,88507,0.74
mitom228,88507,0.22
pipigemini,88507,0.68
thlvy87,88507,0.35
leekenji2015,88507,0.08
KimNguyencool,88507,0.73
nguyenthithanhtrinh95,88507,0.19
tinatrng,88507,0.41
koniksr,88507,0.82
hoathanhtung5794,88507,0.68
jylee.d.288.cute,88507,0.79
bikyu_blue_sky,88507,0.56
dollbidoll,88507,0.85
williampanda191,88507,0.8
nangbachtuyetxinhdep_91297,88507,0.24
phuongth811,88507,0.71
hoanghavy.1311,88507,0.26
sandrose1234,88507,0.85
bup_be_kotinhyeu40,88507,0.7
black.rubi.9x,88507,0.32
hongynn7403,88507,0.36
determinedmind97,88507,0.77
01636553316,88507,0.8
maivanlehoang,88507,0.65
nhanphan1190,88507,0.68
modangqtkd,88507,0.86
trinhd5426,85920,0.9
ngan.ly,85920,0.88
anhthi2109,85920,0.69
no.chippi4k11,85920,0.35
linh.mimi250202,85920,0.82
ota_likiota_liki_2510,85920,0.41
foodyuser_7caebb72,85920,0.84
foodee_2jjg1dh3,85920,0.28
nguyenphan.2810,85920,0.83
samsam299,85920,0.94
vinhhang90,85920,0.38
giang.nguyen050,85920,0.58
foodee_zam7drmx,85920,0.14
duyencheese.96,85920,0.9
tientie,85920,0.41
lanhchanh108,85920,0.81
phamcongnunhuy,85920,0.5
twtv___1412,85920,0.59
htnthuy93.h2o,85920,0.66
ngan.ly,85920,0.82
lanhchanh108,85920,0.79
ghe_boxuongdidong289,85920,0.77
lethihoa2601,85920,0.09
foodee_e3cg299w,85920,0.11
hngxmui,85920,0.86
huyen.pham-thi-thanh,85920,0.76
soledad1847,85920,0.99
phandoquyen,85920,0.26
canary2390,85920,0.58
tupham.dng,85920,0.76
nguyen.tran.5458,85920,0.96
Xiangyii,85920,0.64
le.pham7037,85920,0.82
en.tran,85920,0.68
fayphannguyen,85920,0.57
pinklyhilton,85920,0.62
lynguyen691994,85920,0.7
pinklyhilton,85920,0.66
thuytram5101995,85920,0.42
miumiu1988,85920,0.77
honglong1606,85920,0.85
xuanquyen93,85920,0.81
ly.nguyen3823,85920,0.73
en.tran,85920,0.77
linhlan.phan92,85920,0.54
canary2390,85920,0.78
dung.nguyen69,85920,0.77
fayphannguyen,85920,0.85
canary2390,85920,0.76
alvinle,85920,0.78
fayphannguyen,85920,0.83
baohoa1999,85920,0.64
Mie_Mie,85920,0.64
gaudenkull,85920,0.66
butchitre,85920,0.72
nguyenduyen.1143,85920,0.8
mttho,85920,0.58
NguyenThiAnhHong,85920,0.76
icecream4012,85920,0.86
ngochangnguyenpham,85920,0.79
chuduyen112,85920,0.59
annahoang2719,85920,0.79
nhhdvh97,85920,0.58
dthao309,85920,0.51
hyhyarmy1022002,85920,0.66
changkum114,85920,0.17
nguyenphandinhhung510,85920,0.68
dongvantan1972,85920,0.78
nguyentrongtam102,85920,0.48
Ruby_ngo282,85920,0.74
honglong1606,85920,0.79
cin2711,85920,0.84
uyen.23198,85920,0.85
uyen.23198,85920,0.75
pinklyhilton,85920,0.71
phuonglien2411,85920,0.61
hong.nguyen2096,85920,0.89
cunconcodon1992dn,85920,0.44
man.nguyen,85920,0.85
tu'sphng's,85920,0.56
nhhdvh97,85920,0.56
giang.nguyen050,85920,0.55
my.truong,85920,0.71
man.nguyen,85920,0.75
hnglu1017,85920,0.85
thuy.trinh,85920,0.5
honglong1606,85920,0.86
ngan.ly,85920,0.66
lucky_gold_chicken0101,85920,0.78
trang1s2tran,85920,0.6
le.pham7037,85920,0.76
sustuki,85920,0.85
quochoale,85920,0.81
ha.hue82,85920,0.67
bikyu_blue_sky,85920,0.62
Ken_sunlight,85920,0.83
khnhmy4372,85920,0.71
duythi.nguyen,85920,0.82
honguyennnnn,85920,0.67
huyenkutelikesmile,85920,0.97
loandn19122000,117038,0.91
ponponrua,117038,0.73
pinklyhilton,117038,0.7
nguyenthithuyphuong9492,117038,0.68
hoangyen121314,117038,0.88
ly.nguyen3823,117038,0.79
dung.nguyen69,117038,0.82
ly.nguyen3823,117038,0.78
mr_tca_ms,117038,0.7
ly.nguyen3823,117038,0.45
trucquyennguyen,117038,0.76
canary2390,117038,0.81
gamup,117038,0.67
phannhi235,117038,0.74
trucnddn,117038,0.8
nguyntrngnhn1606,117038,0.81
buithidieulinh1997,117038,0.72
foodee_8lc41k29,953901,0.86
foodee_8lc41k29,953901,0.8
foodee_8lc41k29,953901,0.84
foodee_8lc41k29,953901,0.75
foodee_8lc41k29,953901,0.76
foodee_firdjid4,953901,0.78
foodee_wi5pjv9q,953901,0.7
foodee_pz4gwfru,953901,0.82
foodee_sb2n93q9,953901,0.83
foodee_acljmwj8,953901,0.76
foodee_g4y2a4ji,953901,0.84
foodee_xy5cjshg,953901,0.84
foodee_72t59uuh,953901,0.78
dangdithach12364,953901,0.78
foodee_e45ienda,953901,0.81
foodee_6ejghnf7,953901,0.82
foodee_ga4tckv5,953901,0.78
foodee_affl33hh,953901,0.75
foodee_hn7jemzl,953901,0.84
foodee_c17fxjje,953901,0.87
sallyphm2387,953901,0.81
foodee_b2y50n72,953901,0.82
foodee_08dhuzd2,953901,0.78
linh.mimi250202,953901,0.76
vilovely25,953901,0.7
Callmeticc,953901,0.72
hoathanhtung5794,953901,0.74
ponponrua,953901,0.81
nguynthngchn,953901,0.82
phuongvy7263,167991,0.73
lanhchanh108,167991,0.71
lanhchanh108,167991,0.79
hasilly,167991,0.81
mickeyminnie,167991,0.79
foodee_jgln3d8h,167991,0.92
foodee_b1n7ny0c,167991,0.2
hasilly,167991,0.82
foodee_50bcou0n,167991,1.0
foodee_b9gykf4d,167991,0.93
foodee_4bfithy0,167991,0.98
foodee_tye8ry7b,167991,0.89
foodee_04ngms9k,167991,0.68
phuongvhqb,167991,0.97
nhutruongdue,167991,0.14
dangphpd,167991,0.13
thinthi,167991,0.8
hoangthixi4,167991,0.71
lylylanlan,167991,0.38
jderpjusthope,167991,0.33
nguyentranhanguyen,167991,0.57
Khanhlynt210,167991,0.47
le.pham7037,167991,0.7
anh.le6622,167991,0.64
man.nguyen,167991,0.86
ha.ly8814,167991,0.72
BIGMOUTH,167991,0.74
chouchou.96,167991,0.87
pinklyhilton,167991,0.61
honglai1411,167991,0.68
sumoo,167991,0.91
kingofthesun,167991,0.37
sumoo,167991,0.87
Tutuphan,167991,0.53
thuy.trinh,167991,0.74
na.do,167991,0.7
kinhcan_1991,167991,0.37
eccentric.dark,167991,0.63
anh.le6622,167991,0.77
anh.le6622,167991,0.52
honglai1411,167991,0.72
uyensociu777,167991,0.74
ngan.ly,167991,0.75
conheonho188,167991,0.8
0963171267truc,167991,0.69
khanhha153,167991,0.77
bichngoc.phung93,167991,0.45
hau.tran0435,167991,0.54
vohiep1512,167991,0.47
phamhuynhanhthu,167991,0.09
nghia.huynh,167991,0.74
linhlan.phan92,167991,0.72
tupham.dng,167991,0.69
ngan.ly,167991,0.75
kduyendn96,167991,0.77
quynhanhnguyen7801,167991,0.87
huyen.pham-thi-thanh,167991,0.69
nhi.tran-thi-phuc,167991,0.86
pinklyhilton,167991,0.69
ltmtrinh290598,167991,0.3
muidang,167991,0.87
tranmautuoi1995,167991,0.83
vanphucbkdn,167991,0.87
ly.phanchauhai,167991,0.37
xuanquyen93,167991,0.85
nhuynguyenbui,167991,0.77
anhthu11297,167991,0.8
thuydung.2197,167991,0.73
ngan.ly,167991,0.6
pinklyhilton,167991,0.52
dactinh.ly,167991,0.81
daigiax01,167991,0.79
ltmtrinh290598,167991,0.59
Hoaithuong15895,167991,0.84
dactinh.ly,167991,0.84
minhdn91,167991,0.71
thomnt8294,167991,0.65
xuxe,167991,0.46
honglong1606,167991,0.76
phanthanhlong5186,167991,0.7
tupham.dng,167991,0.84
ngan.ly,167991,0.81
hannmiii,167991,0.65
dung.nguyen69,167991,0.87
thomnt8294,167991,0.73
tranhoang2886,167991,0.8
na.do,167991,0.78
honglai1411,167991,0.71
na.do,167991,0.77
zhaohao,167991,0.21
coke_vnd,167991,0.09
pinklyhilton,167991,0.65
jajajvd,167991,0.35
dollbidoll,167991,0.83
lucky_king_no1,167991,0.74
vananhdmt,167991,0.41
emselagiacmo2,167991,0.86
phuongnhi.do156,167991,0.84
levihere,167991,0.73
nabread117,167991,0.72
tieuxatinh_dn_93,897537,0.65
foodee_0rbb6tlf,990875,1.0
foodee_8cmnw6nr,990875,0.96
foodee_n2dwmtd6,990875,0.97
gaubong2507,990875,0.09
hoathanhtung5794,990875,0.71
foodee_firdjid4,990875,0.87
foodee_v3lcs7nz,990875,0.93
foodee_txl1wqvo,990875,0.95
foodee_9bptjfvx,990875,0.98
foodee_vlakqn0m,990875,0.76
foodee_rtswcdol,990875,0.98
foodee_do09owzq,990875,0.98
foodee_7lmukowx,990875,0.93
foodee_zk51wrud,990875,0.98
foodee_nol1i31h,990875,0.97
foodee_3qug8273,990875,0.98
foodee_qhopd954,990875,0.98
foodee_ht8u74m5,990875,0.98
foodee_vwoq80sk,990875,0.9
foodee_6ciobnni,990875,0.93
foodee_yvbb9hal,990875,0.96
foodee_gw31mnbt,990875,0.99
foodee_ccc5v0zu,990875,0.88
foodee_wnpjte6k,990875,0.97
foodee_03e7s64m,990875,0.95
foodee_mfljz43x,990875,0.99
foodee_53c1n1ci,990875,0.97
quangdo11590,990875,0.96
foodee_0dd55icc,990875,0.86
foodee_ksmzd4hd,990875,0.99
foodee_nio27dnv,990875,0.98
foodee_34iv1rpw,990875,0.97
foodee_swvg3l60,990875,0.93
foodee_dpzrc4oe,990875,0.97
foodee_cl8x6d3x,990875,0.89
foodee_a1iump3j,990875,0.98
foodee_5cpcffjh,990875,0.92
foodee_ea2vg9dy,990875,0.94
foodee_9e6q7t2f,990875,0.85
foodee_n2dwmtd6,990875,0.96
foodee_uu7atjja,990875,0.86
foodee_v4bu7353,990875,0.96
foodee_dvxradj1,990875,0.94
foodee_nwijl2qz,990875,0.92
foodee_axjnm27n,990875,0.98
foodee_e5i8ubtn,990875,0.94
foodee_i6er4zjj,990875,0.99
foodee_0rbb6tlf,990875,0.94
foodee_8cmnw6nr,990875,0.96
foodee_txl1wqvo,990875,0.97
foodee_79ltblhp,990875,0.94
Minhnghia123qy,990875,0.95
Nguyenhang123123,990875,0.97
quangdo11111111111,990875,0.81
foodee_t25dbp0j,990875,0.96
foodee_02yku1gf,990875,0.9
foodee_ua40y280,990875,0.96
foodee_gh5r6ih2,990875,0.89
clonequangdo110590,990875,0.89
bin3ga990,990875,0.94
foodee_8rmimr5v,990875,0.94
foodee_z07vuj4i,990875,0.94
foodee_a1qyahcs,694580,0.86
foodee_a1qyahcs,694580,0.87
foodee_8lc41k29,694580,0.86
rioshopdn,694580,0.99
foodee_8lc41k29,694580,0.91
minha2,694580,0.89
ThanhHaVo,694580,0.85
foodee_8lc41k29,694580,0.78
foodee_firdjid4,694580,0.84
yeulamchi_thuthuy211,694580,0.7
foodee_wi5pjv9q,694580,0.83
foodee_vcne9ddu,694580,0.73
foodee_dj1dcufw,694580,0.83
foodee_pz4gwfru,694580,0.84
foodee_8muard20,694580,0.86
foodee_sb2n93q9,694580,0.84
foodee_acljmwj8,694580,0.85
foodee_xy5cjshg,694580,0.77
foodee_72t59uuh,694580,0.81
foodee_8lc41k29,694580,0.86
dangdithach12364,694580,0.89
tranthuhatp11,694580,0.76
foodee_e45ienda,694580,0.84
foodee_6ejghnf7,694580,0.86
foodee_kxwjd7cy,694580,0.84
foodee_ga4tckv5,694580,0.86
foodee_affl33hh,694580,0.82
ziukay,694580,0.86
foodee_hn7jemzl,694580,0.82
foodee_c17fxjje,694580,0.84
foodee_6ze38045,694580,0.78
foodee_7u6zamqw,694580,0.82
foodee_4kf4pjxq,694580,0.81
foodee_08dhuzd2,694580,0.82
foodee_mj96aln8,694580,0.79
foodee_00bklc3h,694580,0.87
foodee_vp95ui0u,694580,0.85
phuthuynho_dh94,694580,0.76
foodee_firdjid4,694580,0.81
foodee_a1qyahcs,694580,0.79
binh.binh,694580,0.86
foodee_ws4qteqa,694580,0.77
foodee_g4y2a4ji,694580,0.71
foodee_swgoq35f,694580,0.91
thichanhangmai,694580,0.92
foodee_jrq417w2,694580,0.89
thuy.le2295,694580,0.95
sallyphm2387,694580,0.84
lanhchanh108,694580,0.79
sao_doi_ngoi315412,694580,0.88
dieuhang.0101,694580,0.84
foodee_b2y50n72,694580,0.85
foodee_3ko0zyqx,694580,0.99
xuanquyen93,694580,0.81
sallyphm2387,694580,0.78
dieuhang.0101,694580,0.78
pinklyhilton,694580,0.67
canary2390,694580,0.72
duythi.nguyen,694580,0.84
foodee_45nacypk,694580,0.85
jong.ji.woo,694580,0.74
dieuhang.0101,694580,0.77
ngan.ly,694580,0.66
tupham.dng,694580,0.72
dung.nguyen69,694580,0.78
honglai1411,694580,0.83
jong.ji.woo,694580,0.72
phoebealison.hr07,102854,0.1
foodee_0f8vrikl,102854,0.92
foodee_oy9aaacy,102854,0.95
anh.le6622,102854,0.79
ngan.ly,102854,0.82
ponponr,102854,0.76
gaubong2507,102854,0.84
tupham.dng,102854,0.67
sakichan.ot5,102854,0.77
ngan.ly,102854,0.68
tu'sphng's,102854,0.37
windynguyen11995,102854,0.84
my.truong,102854,0.72
windynguyen11995,102854,0.8
thanhtrinh8989,102854,0.86
hoa.daquy.965,102854,0.84
gaudenkull,102854,0.83
huongvantho,102854,0.69
d.linhrose,102854,0.77
giang.nguyen050,102854,0.71
phannhung2286,102854,0.81
phanguyen.bc,102854,0.74
tranthuhuong.tranthuhuong,102854,0.82
thanhtrinh8989,102854,0.87
saubuonsevui,102854,0.85
giang.nguyen050,102854,0.82
hoangdieubakery113,102854,0.91
trsasocola,102854,0.81
huongduong.xuvit,102854,0.87
honglong1606,102854,0.82
saubuonsevui,102854,0.87
huongduong.xuvit,102854,0.86
hoangdieubakery113,102854,0.8
huongduong.xuvit,102854,0.9
saubuonsevui,102854,0.81
hoangdieubakery113,102854,0.88
giang.nguyen050,102854,0.78
saubuonsevui,102854,0.9
saubuonsevui,102854,0.88
hoa.daquy.965,102854,0.81
saubuonsevui,102854,0.77
hoangdieubakery113,102854,0.94
