,address,comment,id_res,id_user,latitude,longitude,name_res,rating,username,label
28808,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh",Mình đi ăn ở đây 2 lần r và lần nào ELSOL cũng k làm mình thất vọng hết! Lần này anh ngyeu của mình còn khen là “chời ơi đúng là thượng hạng có khác ngon lắm luôn đó em”. Mọi người đến đây ngoài cheese steak làm rã rời tay chân ra thì rib eye prime cũng sẽ đốn đổ trái tim của những tâm hồn ăn uống thuiiiiii ❤️❤️❤️,684715,foodee_nkrfr3va,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,Thuỳ Linh Nguyễn Bảo,1
28809,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh","Chiều nay mình cùng ông nhà đến quán ăn thử thì vô cùng thích quán luôn. 
Quán khá dễ tìm, không gian thì nhỏ nhỏ xinh xinh yên tĩnh. Từ nhân viên đến quán lý đều vô cùng dễ thương và chiều khách. 
Món ăn ngon, không gian dễ thương, nhân viên phục vụ rất nhẹ nhàng, tư vấn nhiệt tình nữa. 
Giá cả cũng không cao, hẹn hò đổi gió ở quán cũng khá thú vị đó. 
Ông nhà mình kĩ tính nhưng cũng gật đầu khen rất nhiều luôn. Nếu có thời gian mình sẽ ghé lại ủng hộ quán lần nữa, cám ơn các bạn nhân viên đã cho mình buổi chiều vui vẻ.",684715,vivian_283,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,Nhi Nhi,1
28822,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh","Không gian ở đây ấm cúng, nhân viên thân thiện dễ thương, nhiệt tình và tinh tế.
Tụi mình đi 2 người, kêu 2 phần beefsteak ngon miễn chế. Trong lúc bạn mình đang loay hoay cắt miếng thịt bò do còn dính chút gân nên khó cắt, em nhân viên quan sát thấy và tiến tới đề nghị đem vào bếp cắt giúp. Điểm cộng cho nhân viên và cho quán.

Nói chung là rất hài lòng. Cảm ơn El Sol đã giúp chúng tôi có 1 bữa tối ngon miệng và ấm áp.",684715,thaonguyenas08,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,thao nguyen,1
28824,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh","I absolutely love this place. It was such an experience to be around and enjoy the vibe. The food totally meet my expectation, and the service as well.",684715,huynthanh0053,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,Huyền Thanh,1
28831,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh","Mình đặt bàn 2 người ăn vào tối hôm qua. Nhân viên rất lịch sự và thân thiện, phục vụ cũg rất chuyên nghiệp. Không gian quán cũg rất lãng mạn, nhạc hay phù hợp không khí lắm.
Mình gọi 1 phần Prime 4 loại steak (600gr) Medium, thịt làm vừa đúg mức Medium rất ngon. Thích nhất phần thịt Top Prime với Tender Prime vì rất mềm và mọng nước. Mì ý trứng cá (quên mất tên món) ăn rất ngon, mặn nhẹ nhưng lại nghe hơi cay cay rất lạ miệng, đáng thử nhe mọi người. Kêu kèm 2 ly vang nhưng uống hong thích lắm chắc tại k quen :)) 
2 người ăn có 2 món mà no căng thở hong nỏi. 
Lí do mình nói service bên quán rất tốt vì sau khi ăn xong nhân viên có lại hỏi về cảm nhận bữa ăn ntn có góp ý gì không. Qua ngày hôm sau vẫn có người gọi confirm với mình là trải nghiệm của mình với bên quán có thực sự tốt hay chưa, có góp ý gì cho quán phát triển thêm không nửa. Rất bất ngờ vì ít quán nào quan tâm và cskh như vậy. À quên hoá đơn trên 1tr nhận áo mưa từ quán nữa mà mình cất cốp xe quên chụp hình roi :)))))
Sẽ quay lại 🤘🏻🥂",684715,tmbn6531,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,Tam BN,1
28832,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh","Ăn ở elsol nhiều rồi mà giờ mình mới ăn rib 400g , mình ăn mức MR sốt onion vs honey mustard . Đầu bếp nướng đúng mức , sốt onion ngon đặc biệt (những nhà hàng steak khác mà mình ăn không có) sốt h.mustard ăn cũng khá ngon ( do mình không thích mustard :) ) mình gọi thêm tobiko pasta, béo hơi cay tí. Đi 2 người ăn vậy là no mà giá cả hợp lý. Điểm cộng là có free salad bar, salad tươi có nhiều loại sốt . Mn ai muốn ăn món âu sang chảnh mà giá cả hợp lý , chất lượng thì nên đến elsol.( Mình quên đánh giá nên post lại bài chứ không tội nhà hàng :3 ).",684715,foodee_ht8x2amu,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,thúy hiền,1
28833,"140/2 Võ Thị Sáu,Quận 3, Hồ Chí Minh","Nhờ đi đây đi đó nhiều mà tôi học cũng lắm từ. Hôm qua tôi được dạy từ la cà, mẹ bảo tôi la cà, la cà nghĩa là đi đây đi đó.

Mẹ con la cà thế nào mà lại vào được nhà hàng ELSOL. Có lẽ là do duyên. Duyên là từ chỉ sự tình cờ thú vị, một mối liên kết không thể giải thích được bằng một cách nào đó, giống như thiên nga đen vậy. Nhờ duyên mà chúng tôi được ăn những món ăn định nghĩa lại cách chúng tôi thưởng thức ẩm thực, để lại những dư vị và dư cảm sâu xa trong tiềm thức mà chúng tôi không thể nào giải thích được.

Mỳ ý tobiko và cá hồi ở đây làm rất chuẩn chỉ. Chuẩn chỉ là từ dành cho những thứ làm cho người ta cảm thấy khó có thể tìm được thứ gì khác tốt hơn hoặc nghĩ rằng người bình thường khó có thể làm điều vượt qua được. Cá hồi thơm, vị béo có thể cảm nhận được trên từng vị lông xúc giác, trôi xuống dạ dày mà hương vị vẫn đâu đó trên đầu lưỡi. Sợi mì dai, cuộn không đứt nhưng khi cho vào miệng thì lại rất mềm. Cả 2 đều có thể làm cho con người ta ngạc nhiên thán phục, cứ như bỗng trước mặt hiện ra đâu đó những hình ảnh của cánh đồng bát ngát vàng ươm, hay của đại dương thẳm sâu xanh biếc vậy.

Ở đây là một nhà hàng chuyên về thịt, nên thịt ở đây thật sự nổi bật hơn cả. Thịt bò ngon nhất vẫn cứ là thịt chín, chỉ có thịt chín mới làm dậy lên cái mùi thơm, cái tinh chất, cái tiềm tàng của miếng thịt. Miếng thịt vốn chỉ như viên đá, phải qua chế biến mới thành ngọc. Có người bảo rằng ăn thịt sống thì bổ, nhưng nếu muốn bổ thì nên ăn yến hay sâm, chứ không phải là thịt bò.Tuy nhiên ăn thế nào là cái quyền, cái thú của người khác, có khi lại là do khẩu vị của mỗi người. Khẩu vị là từ mà con người dùng để giải thích cho lối ăn uống khác nhau của người này với người kia. Biết đâu có cái gì tinh tuý lắm trong thịt sống mà tôi còn trẻ tuổi chưa nhận ra được. Thịt bò ở đây thật sự là một cái gì đó rất khác, một miếng thịt, trải qua hàng năm trời trên đồng cỏ, hấp thụ biết bao nhiêu nắng mưa, tinh hoa của đất trời, giờ đây nằm trong tay người đầu bếp giỏi,viên đá thô cũng thành ngọc sáng. Miếng thịt bò vừa chín tới, những thớ thịt trong cùng, ẩn sau nhất, tuy đã chín nhưng vẫn mềm lắm, tươi nguyên lắm, bao nhiêu tinh hoa của đất trời còn ở đây, đủ cả, không chút mảy may sứt mẻ dưới sức nóng của lửa và gia vị giả tạo của con người. Cái thành công nhất chính là tìm thấy và làm dậy lên hương vị của chính nó, hương vị của chính nó chứ không phải là hương vị mà con người răm rắp sắp đặt cho nó. Sở dĩ đá thô có thể thành ngọc, không chỉ là do người mài, mà còn do nó vốn dĩ đã là ngọc.

Có lẽ, tôi đã thích nhà hàng này, thích cái bày trí, cách phục vụ và cả món ăn. Thích thì có nhiều cách để giải thích, nhưng ở đây tôi có thể giải nghĩa ngắn gọn trong bốn chữ : Sẽ còn quay lại!!

#GetwellsoonMina",684715,mynhuph2412,10.787692,106.691411,El Sol - Meat & Wine - Võ Thị Sáu,10.0,mynhuph2412,1
28936,"64 Ung Văn Khiêm, P. 25,Quận Bình Thạnh, Hồ Chí Minh","Quán gây ấn tượng với không gian rộng rãi, thoáng mát, sạch sẽ đảm bảo vệ sinh, muỗng và thìa ở quán rất đẹp. Món sườn ăn kèm cùng với cơm tấm tại quán được tẩm ướp đậm đà.
Nhân nhiên quán dễ thương, rất nhiệt tình, phong cách chuyên nghiệp, đồng phục củng rất đẹp. Nhất định sẽ quay lại để trải nghiệm nhiều món hơn nữa 😋",982818,foodee_plm31b5z,10.807749,106.715806,Cơm Tấm Phúc Lộc Thọ - Ung Văn Khiêm,10.0,NNT,1
28937,"64 Ung Văn Khiêm, P. 25,Quận Bình Thạnh, Hồ Chí Minh","Món ăn tương đối hợp khẩu vị của mình ( dân sài gòn nhé ) sau đây mình sẽ review tí về quán 
+ nhân viên khá thân thiện và nhiệt tình ( mặc dù mình thấy buổi trưa khá đông khách mà chỉ có một bạn phục vụ thôi )👌🏽😆
+ cơm thì có nhiều loại cho mình lựa chọn như : cơm sườn , sườn que đùi gà vv ( mình thích nhất khi ăn ở đây là món sườn que nhé , khá ngon và ngọt nước 😍😍😍)
+ có nhiều phần ưu đãi khuyến mãi khá rẻ 🥰🥰 hình như quán có combo phúc lộc thọ thì phải ( không nhớ tên nữa ) 🤣🤣🤣 bữa mình có gọi phần combo lộc thì có sườn chả thêm ly nước và chén canh rong biển ( có thể đổi thành nước và canh khác nha mn ơi, sườn ngon ướp vừa với khẩu vị lắm nhá nhá nói chung ngon rẻ là mình thích à 🧡💛🤎❤️💜🤍👌🏽🧡🧡

+ không gian thì thôi rồi mn ạ . mình khá ấn tượng với thiết kế ở đây , mặc dù giá bình dân nhưng nhà hàng đẹp và bự lắm nhé 🤣( hơi nóng vào buổi trưa nhé mn , đi ăn buổi tối thì mát mẻ hơn )",982818,foodee_eb66f360,10.807749,106.715806,Cơm Tấm Phúc Lộc Thọ - Ung Văn Khiêm,10.0,foodee_eb66f360,1
28962,"107 Dân Chủ, P. Bình Thọ,Quận Thủ Đức, Hồ Chí Minh","- Menu thức uống đa dạng các dòng, mình gọi ly trà kiwi rất là ưng, đẹp mắt và rất vừa miệng, chua chua ngọt ngọt có cả kiwi tươi và sẵn thạch aiyu luôn.
- Không gian rộng rãi thoải mái làm việc học tập
- Nhân viên phục vụ tốt, niềm nở, nhanh nhẹn
Chắc chắn sẽ quay lại vào lần sau...",760283,foodee_antusxqz,10.849792,106.766895,Trà Sữa Sharetea - Dân Chủ,10.0,Phuong Anh,1
29035,"541 Phạm Văn Đồng, P. 13,Quận Bình Thạnh, Hồ Chí Minh","Quán rất đẹp với lại nhiều thức uống đa dạng, còn có nhân viên phục vụ tận tình nữa. Chắc chắn sẽ là quán đóng đô thường xuyên.",775538,lamvt981993,10.823897,106.705448,Là Bạn House,10.0,Lâm Thanh,1
29043,"541 Phạm Văn Đồng, P. 13,Quận Bình Thạnh, Hồ Chí Minh","Ở đây có món trà sữa Tripple C khá đặc biệt, chưa quán nào ở SG có vị đặc biệt như vậy! Matcha Macchiato ở đây cũng tuyệt! Nên ghé ;)",775538,clays.nguyen,10.823897,106.705448,Là Bạn House,10.0,Clays Nguyen,1
29089,"139 - 141 Nguyễn Gia Trí, P. 25,Quận Bình Thạnh, Hồ Chí Minh","Đồ ăn ở đây ngon ,nhân viên phục vụ rất nhiệt tình.Minhf ăn vòng phô mai thấy ngon nhưng đi ăn nên kêu phô mai hoa tuyết vì vòng phô mai nhanh khô lại :v nói chung là tuyệt vời",865531,foodee_ujpr4uxd,10.806578656387599,106.7161445206464,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Nguyễn Gia Trí,10.0,Huy Nguyễn,1
29106,"139 - 141 Nguyễn Gia Trí, P. 25,Quận Bình Thạnh, Hồ Chí Minh","Bufee giá rẻ chỉ 139k ăn no nê chả cá tuyệt lắm luôn , mọi người ăn lấy ít vừa ăn hết lấy tiếp mình con mắt lớn hơn bao tử lấy 1 đống ăn k hết bị trừ 20k tiền bỏ thừa
Sẽ quay lại",865531,hoangphuonghan,10.806578656387599,106.7161445206464,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Nguyễn Gia Trí,10.0,phuonghan,1
29140,"68 Nguyễn Văn Công, P. 3,Quận Gò Vấp, Hồ Chí Minh","Quán bán rất được ấy. Đồ ăn với sốt ngon nè, so với các quán bánh mì chay khác mình đã từng ăn thì quán này làm rất vừa miệng. 
Bao gói nhìn xinh dã man, khăn giấy mình thấy quán để trong bao nên nhìn hợp vệ sinh lắm í. Nói chung là oke lắm. 
Nhất định sẽ đặt lại lần sau.",1032409,foodee_jv9z00at,10.82431,106.677579,Thanh Xuân - Bánh Mì Chay,10.0,Lê Huỳnh Hoàng Kim,1
29148,"239 Lương Nhữ Học,Quận 5, Hồ Chí Minh","Súp đặc, thịt cua tươi, trứng & óc heo ngon. Mình bị dị ứng thịt cua tôm các con không xương ăn là ốm mà từ bữa nọ mình đả 5 bát rồi chưa bị sao hết.

Much taste very good soup highly recommend 11/9 allahu akbar.",637384,tkb022,10.755739,106.66013,Cô Lan - Súp Cua Bong Bóng Cá,10.0,Sam Nguyen,1
29164,"239 Lương Nhữ Học,Quận 5, Hồ Chí Minh",Ăn súp của cô Lan được mấy lần rồi. Đi ngang cái xe thôi là thơm nứt mũi các bạn ạ. Còn vị thì cô nêm hơi lạc nếu ai ăn mặn thì chế thêm nước tương vào. Có trứng bắc thảo ngon ăn lạ miệng lắm,637384,foodee_8db4ff3f,10.755739,106.66013,Cô Lan - Súp Cua Bong Bóng Cá,10.0,Phát Nguyễn,1
29176,"216 Phạm Hữu Lầu,Quận 7, Hồ Chí Minh",Quán bố trí không gian rất đẹp 👍🏻Cả trong phòng kín lẫn không gian bên ngoài đều rộng rãi thoáng mát 👍🏻 menu đầy đủ các loại nước uống và giá cả hợp lí 😉 soda ở đây khá ngon và lúc trước có soda hoa hồng thì phải rất tuyệt và lạ nhưng giờ thì không bán loại đấy nữa nhưng các bạn có thể thử cafe ở đây 👍🏻👍🏻,218675,qdang,10.704228,106.72962,Maro Coffee,10.0,Giang Nguyễn,1
29213,"145 Đường 3 Tháng 2,  P. 11,Quận 10, Hồ Chí Minh",Thích nhất là cơm chiên của quán.rất lạ và ngon.ăn rất nhiều lần rồi.cơm chiên độc nhất không ở đau có.quán có nước uống miễn phí.cơm chiên đã có trong phần combo lẩu nên không cần kiu.giá cả phải chăng.phục vụ tốt.,6070,lamhuetrinh1998,10.772666,106.675948,Mì Hàn Quốc - 3 Tháng 2,10.0,Trinh Lam,1
29286,"Cửa 7, Chợ Bến Thành,Quận 1, Hồ Chí Minh",Hôm nay đến ăn đông quá xa,90881,tunhi3242,10.7724294,106.6978497999999,Bánh Bèo Huế - Chợ Bến Thành,10.0,tranthituyetsuong,1
29289,"Cửa 7, Chợ Bến Thành,Quận 1, Hồ Chí Minh","Thèm quá nên lần đầu tiên kêu giao, ăn chi đỡ thèm mà ko mất công đi xa thôi, chứ ngồi ở chợ ăn vẫn ngon hơn nhiều , nhỏ bạn ăn bóc luôn 😂😂",90881,tunhi3242,10.7724294,106.6978497999999,Bánh Bèo Huế - Chợ Bến Thành,10.0,tranthituyetsuong,1
29291,"Cửa 7, Chợ Bến Thành,Quận 1, Hồ Chí Minh","Mình đang lạc trôi trong chợ bến thành thì thấy quán này. Mình tấp vô gọi 2 dĩa bánh và 2 ly nước mía. Theo nhận xét của mình thì:
- Không gian: kiểu ngồi rất thích. Mỗi thằng 1 ghế, ngồi đó và bưng ăn. Lúc trống thì cô chú có mời ngồi vào bàn ăn cho dễ. Mình rất thích kiểu ngồi như vậy. Rất mộc và dễ thương.
- Vị trí: ngay đầu cửa số 5 hay số 7 mà đối diện là đường Phan Chu Trinh ớ (mình nhớ là v). Có bảng Bánh bèo Huế 20.000 đ. Người ngồi người mua tấp nập.
- Món ăn: 1 dĩa có bánh bèo, bánh bột lọc, bánh gì tròn tròn mà bên trong nhân đậu xanh nhỉ? Ngon lắm ngon luôn, có chả, nem thì thêm 5 ngàn. Chú hỏi mình ăn nước mắm cay hay ko cay, mình nhìn nước mắm cay có vài miếng ớt thôi nên mình chọn mắm cay. Ai dè nó.cay thiệt trời quơ. Mình cảm thấy rất thích món này.
- Phục vụ: cô chú rất nhiệt tình. Cô bán lâu lâu còn quay sang hỏi mình ""nhạt ko, thêm nước mắm ko con"".
Sẽ quay lại! Sure!",90881,nguyen.linh161093,10.7724294,106.6978497999999,Bánh Bèo Huế - Chợ Bến Thành,10.0,Lynh Mều,1
29292,"Cửa 7, Chợ Bến Thành,Quận 1, Hồ Chí Minh","Chời ơi tui khoái ăn chỗ này lắm nè, ngồi gế cầm dĩa ăn vạy mà vui lắm",90881,tunhi3242,10.7724294,106.6978497999999,Bánh Bèo Huế - Chợ Bến Thành,10.0,tranthituyetsuong,1
29378,"19 Tầng 6 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12,Quận 10, Hồ Chí Minh","Mình đi vào ngày thứ 2 lúc 1h30 😂 nên có giá vé là 198k chưa bao gồm 10% VAT.
- Mình gọi nước lẩu shabu và tomyum. Shabu thì như canh rong biển ấy, mình thích shabu hơn là tomyum vì tomyum khá là mặn.
- Vé 198k thì có hải sản (tôm mực) - vé 128k thì áp dụng từ 2-5h chiều thôi và ko có hải sản.
- Mình ăn gồm có: heo, bò, gà, tôm, bạch tuột baby
- Rau tươi, đồ ăn kèm ok.
- Nhân viên rất là dễ thương luôn ấy 😆
*mọi người nên lấy thêm SỨA (trên quầy line) để ăn kèm, sứa rất giòn và ngọt lun.
* bạn của mình thì thích thịt ống tre (trên quầy line)
* KEM cực ngon 😱😱
* refil nước thoải mái nên giá vậy là quá rẻ.
* sushi thì hơi nhão 😂
Vì đt hết pin nên ko có chụp ảnh đc 😂
*** các món khác no quá mình ăn k nổi ***",718473,xuukie,10.770823,106.669862,Shabu Ya - Vạn Hạnh Mall,10.0,Thanh Huỳnh,1
29381,"19 Tầng 6 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12,Quận 10, Hồ Chí Minh",Hôm nay mình đi ăn với bạn không gian quán đẹp giá cũng hợp lý chỉ 129k pax nước thì uống thoải mái đồ ăn ngon lẩu kim chi ngon nhưng cay xíu nữa sẽ ngon hơn 😌😌. Anh quản lí  Trực cực kỳ dễ thương lun 😍  nếu có dịp sẽ ghé ăn 😍😍😍,718473,foodee_r3qqfmuo,10.770823,106.669862,Shabu Ya - Vạn Hạnh Mall,10.0,Ngọc  Quý,1
29401,"19 Tầng 6 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12,Quận 10, Hồ Chí Minh","Lẩu Shabu Ya nằm ở tầng 6, không gian đẹp ấm cúng, đồ ăn rất ngon, món nào cũng ngon. Có 5 loại lẩu: Shabu Shabu, Miso, Sukiyaki, Kim chi, Collagen. Đặc biệt món kem ngon ăn 1 ly chỉ muốn ăn thêm ly nữa  nè, các món tráng miệng ngọt vừa tạo cảm giác không ngán.
Nhân viên phục vụ vui vẻ, nhiệt tình, lên món nhanh, dọn dẹp bàn ăn cũng nhanh.",718473,Keru,10.770823,106.669862,Shabu Ya - Vạn Hạnh Mall,10.0,Nga Nguyễn,1
29407,"19 Tầng 6 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12,Quận 10, Hồ Chí Minh","Nước lẩu rất ngon, mình ăn shabu shabu, nước trong và nhẹ, rau củ quả ngon và tươi. Sushi không thể chê được, mình ăn rất nhiều. Thịt heo hơi mỡ nhưng bò rất ngon. Tráng miệng cũng rất phong phú và đa dạng, kem ngon. Có bạn nhân viên nam phục vụ rất hiền và lễ phép nữa. Mình rất hài lòng với bữa ăn hôm nay. Sẽ quay lại với gia đình lần nữa",718473,lethuyvi310,10.770823,106.669862,Shabu Ya - Vạn Hạnh Mall,10.0,Heo Đói,1
29431,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Kiếm chỗ bán ăn mùa dịch này khó, may mà bên quán còn bán, mình quất 4 phần gà sốt cay ăn cho đã. Được giới thiệu them sốt vôlcano ngon lắm nhất định đợt sau thử",890338,foodee_wivot03v,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Bích Trâm,1
29432,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Cái sốt gà này là mình ăn đúng lúc mình đi ở Seoul luôn, không ngờ ở***mình cũng có gà này. Wow, ngon
 Nên thử tại đây",890338,foodee_offyijfn,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Chí Cùa,1
29435,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Gà sốt nhìn thèm thuồng, lần đầu ăn gà ngon vậy luôn đó trời.100 điểm không cần nói nhiều",890338,foodee_1uanr0zr,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Long Châu,1
29438,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Anh chủ ơi hồi nãy em có mua 3 phần gà,1 phần thịt heo mà em quên đưa tiền cho anh, em về đến tân bình rồi mới nhớ khi nào em ghé em trả anh ạ. Em xin lỗi anh nhiều
Em là bé mặc đồ học sinh đó anh😭",890338,foodee_t4x53tnt,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,My Chúc,1
29441,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Giá trị của món ăn bên quán mình tiêu chí không quá chú trọng vào vẻ bề ngoài, mình cố gắng hết sức để mang đến một món ăn ngon cho mọi người, giá đó thật sự không  mắc,  
Các bạn ăn thử thì sẽ biết đúng hay không nè😋
Cảm ơn mọi người ủng hộ quán mình nha😊",890338,foodee_yfzf81n0,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Ga Sot mat ong,1
29463,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh",Ăn hoài không ngán😍😍,890338,lamhunh2868,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Lam Huỳnh,1
29464,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Hôm nay quán xin giới thiệu món mới
BÁNH KHOAI TÂY
GIÁ: 22k( 1 phần 3 viên)😋😋😋",890338,hongduy9761,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Gà cay Hàn Quốc,1
29492,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Là đứa hay ăn tối nên khoảng gần 10:30 tối là lên foody tìm gì để ăn, đã 2 lần order tại shop lúc khuya như vậy. Rất ngon, hợp với ai ăn vặt, không có quá no chỉ vừa đủ không thấy ngán. Ấn tượng nhất với sốt nước mơ chua chua ngọt ngọt.😂",890338,foodee_l0ss0zje,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Gia Hân,1
29496,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Tối hôm qua mình với bạn gái mình có ghé quán ăn lúc đó quán bị cúp điện hơi tối. Chủ quán soi đèn led điện thoại để tụi mình ăn thoải mái, mình kêu khỏi nhưng vẫn soi mặc dù quán rất đông. Mình order cơm gà sốt cay với gà sốt mật ong. Rất ngon. Mình rất hài lòng. Cho 10 điểm",890338,foodee_zipuokeq,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Huynh Tan Trung,1
29498,"438/44 Lê Hồng Phong, P. 1,Quận 10, Hồ Chí Minh","Tối qua mình có ghé quán ăn, quán khá nhỏ nhưng rất đông shipper, mình có order và đợi. Mình rất hài lòng với anh chủ cute ở chỗ ai đến trước làm trước chứ không có làm trước cho shipper mặc dù họ hối anh rất nhiều, khi tính tiền mặc dù rất bận nhưng anh chủ cũng hỏi ăn có ngon không làm mình hài lòng vô cùng. Tuần sau em sẽ quay lại nha anh chủ cute😘😘😘😘😘",890338,foodee_olihzecw,10.765479,106.675687,Hduys - Gà Sốt Mật Ong Hàn Quốc,10.0,Linh Khánh,1
29533,"88 Dương Tử Giang, P. 14,Quận 5, Hồ Chí Minh","• Lẩu ếch rất ngon - Ếch to - Rau nhúc lặt sạch sẽ
 
• Chỗ ngồi thoáng mát với giá 180k 2 người ăn thì vừa tầm no rồi nè",46797,pettynguyen,10.7535538621105,106.6551245748996,Lẩu Cá Cường - Dương Tử Giang,10.0,Pettynguyen,1
29554,"Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh,Quận Thủ Đức, Hồ Chí Minh","Lần đầu tiên đến ăn và trải nghiệm giá 290k vào buổi trưa thật là đáng. Đồ ăn rất đa dạng và phong phú đặc biệt lên món rất nhanh. Theo hướng dẫn của 1 bạn NV tôi đã biết pha nước chấm việc đó làm tôi rất thích.Tuy thịt cắt mỏng nhưng ra nhiều lần nên cũng không có vấn đề gì.  Đồ tráng miệng rất đa dạng có cả nước uống, trái cây bánh và kem. Tôi sẽ dẫn bạn bè tôi tới đây để thưởng thức .",882897,foodee_7rh0douh,10.828471,106.722121,Manwah Taiwanese Hotpot - Gigamall,10.0,hằng,1
29557,"Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh,Quận Thủ Đức, Hồ Chí Minh","Mình cực kỳ hài lòng. Buffet với giá 329k vào buổi tối và t7,cn (chưa bao gồm thuế), với tất cả các món gồm thịt bò thịt gà thịt heo thịt cừu, hải sản đầy đủ tôm mực bạch tuột và các loại lòng, rau đầy đủ loại vậy thì quá đáng với giá 329k. Giá đã bao gồm tráng miệng rồi nhé, cực kì đa dạng, có cả trà sữa và rất rất nhiều kem. Nhân viên rất thân thiện và phục vụ chu đáo ❤️",882897,foodee_w9u2mywz,10.828471,106.722121,Manwah Taiwanese Hotpot - Gigamall,10.0,Uyên Lê Nguyễn,1
29558,"Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh,Quận Thủ Đức, Hồ Chí Minh","Nước lẩu vị rất lạ, ngon. Đồ ăn rau củ rất tươi. Nhân viên phục vụ rất nhiệt tình. Tóm lại là rất ngon🥰🥰🥰",882897,phmdu4471,10.828471,106.722121,Manwah Taiwanese Hotpot - Gigamall,10.0,Phạm Dịu,1
29577,"Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh,Quận Thủ Đức, Hồ Chí Minh","Hôm nay đi ăn lễ phải xếp hàng vì rất đông, mình phải đợi gần 20 phút mới có bàn .được mời nước Ngọt uống trong khi chờ đợi cảm thấy mát Long ,anh quản lý dễ thương nhân viên ở đây thân thiện hướng dẫn tận tình chu đáo, thịt tươi, lẩu ngon.",882897,foodee_jxi8n3ra,10.828471,106.722121,Manwah Taiwanese Hotpot - Gigamall,10.0,Nam Hoang,1
29600,"Tầng 4, Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh,Quận Thủ Đức, Hồ Chí Minh","Chi nhánh PL tuyệt vời nhất mình từng ghé vì không gian cực kì rộnb rãi, có cả không gian sân vườn ngoài trời, chỗ ngồi thì nhiều lắm nên không còn cái cảm giác mỗi lần ghé PL là phải đứng đợi chỗ ngồi hoặc xếp hàng đợi order quá lâu nữa",872931,tram.dao,10.828345,106.722214,Phúc Long Coffee & Tea - Gigamall,10.0,@2bochi  🐾,1
29622,"8/11 Đường Số 49B, P. Thảo Điền,Quận 2, Hồ Chí Minh","Đồ ăn quán này mình rất thích vì hợp khẩu vị nhà mình, nay quán giảm giá tới 35% , đặt luôn, rất hài lòng vì giảm giá nhưng chất lượng không giảm , mong quán tiếp tục phát huy",877374,foodee_8myy5do3,10.801668,106.728582,River View Restaurant,10.0,Jesse,1
